"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NC_0011749.1","NC_007941.1","NC_013175.1","NC_013655.1","NC_017630.1","NZ_CP007150.1","NZ_CP010882.1","NZ_CP012634.1","NZ_CP014493.1","NZ_CP014496.1","NZ_CP014498.1","NZ_CP014523.1","NZ_CP014668.1","NZ_CP015131.1","NZ_CP015160.1","NZ_CP018952.1"
"group_67","","IS66 family transposase ISEc23","2","2","1","1","177","1","351","","1280","1613","1446","","","","EBLMJKPD_00060","","","EMANLNOE_00092","","","","","","","","",""
"group_69","","hypothetical protein","2","2","1","1","502","1","189","","731","731","731","","","","","","","","","","","LBMCKPDB_00093","","","","","MOLELEAL_00043"
"group_78","","IS4 family transposase ISVsa5","2","2","1","1","204","1","106","","968","968","968","","","","","","","","","","","LBMCKPDB_00246","","","","LJFFEAFL_00076",""
"group_79","","IS4 family transposase ISVsa5","2","2","1","1","202","1","104","","824","920","872","","","","","","","","","","","LBMCKPDB_00244","","","","LJFFEAFL_00074",""
"traC_2","","Protein TraC","2","2","1","1","239","6","6","","1166","2630","1898","","","","","","","","","DHNEMLFG_00044","","","","","","LJFFEAFL_00203",""
"group_100","","hypothetical protein","1","1","1","1","45","1","182","","377","377","377","","","","","","","EMANLNOE_00147","","","","","","","","",""
"neo_4","","Aminoglycoside 3'-phosphotransferase","1","1","1","1","115","1","9","","803","803","803","","","","","","","","","","","LBMCKPDB_00233","","","","",""
"neo_2","","Aminoglycoside 3'-phosphotransferase","1","1","1","1","94","1","56","","791","791","791","","","","","","","","","","","LBMCKPDB_00181","","","","",""
"neo_3","","Aminoglycoside 3'-phosphotransferase","1","1","1","1","379","1","30","","581","581","581","","","","","","","","","","","LBMCKPDB_00206","","","","",""
"group_105","","hypothetical protein","1","1","1","1","380","1","29","","233","233","233","","","","","","","","","","","LBMCKPDB_00207","","","","",""
"group_106","","hypothetical protein","1","1","1","1","356","1","75","","782","782","782","","","","","","","","","","","LBMCKPDB_00162","","","","",""
"group_107","","hypothetical protein","1","1","1","1","111","1","51","","782","782","782","","","","","","","","","","","LBMCKPDB_00185","","","","",""
"group_109","","hypothetical protein","1","1","1","1","386","1","23","","446","446","446","","","","","","","","","","","LBMCKPDB_00213","","","","",""
"group_110","","hypothetical protein","1","1","1","1","387","1","22","","182","182","182","","","","","","","","","","","LBMCKPDB_00214","","","","",""
"group_125","","hypothetical protein","1","1","1","1","142","1","368","","392","392","392","","","","","","","","","","","","","","","LJFFEAFL_00189",""
"group_127","","hypothetical protein","1","1","1","1","141","1","369","","287","287","287","","","","","","","","","","","","","","","LJFFEAFL_00190",""
"group_128","","hypothetical protein","1","1","1","1","313","1","383","","386","386","386","","","","","","","","","","","","","","","LJFFEAFL_00112",""
"group_130","","hypothetical protein","1","1","1","1","303","1","389","","728","728","728","","","","","","","","","","","","","","","LJFFEAFL_00122",""
"yfjQ_1","","CP4-57 prophage; predicted protein","1","1","1","1","255","1","237","","749","749","749","","","","","","","","","","","","","","","LJFFEAFL_00130",""
"group_134","","hypothetical protein","1","1","1","1","256","1","238","","287","287","287","","","","","","","","","","","","","","","LJFFEAFL_00131",""
"psiB_1","","Protein PsiB","1","1","1","1","262","1","244","","434","434","434","","","","","","","","","","","","","","","LJFFEAFL_00137",""
"yfjX_1","","CP4-57 prophage; predicted antirestriction protein","1","1","1","1","20","1","269","","425","425","425","","","","","","","","","","","","","","","LJFFEAFL_00149",""
"srpC_2","","putative chromate transport protein","1","1","1","1","84","1","66","","1205","1205","1205","","","","","","","","","","","LBMCKPDB_00171","","","","",""
"srpC_3","","putative chromate transport protein","1","1","1","1","103","1","43","","1205","1205","1205","","","","","","","","","","","LBMCKPDB_00193","","","","",""
"group_145","","hypothetical protein","1","1","1","1","397","1","12","","911","911","911","","","","","","","","","","","LBMCKPDB_00224","","","","",""
"chrA","","Chromate transport protein","1","1","1","1","396","1","13","","290","290","290","","","","","","","","","","","LBMCKPDB_00223","","","","",""
"group_148","tap_2","Multidrug efflux pump Tap","1","1","1","1","89","1","61","","1238","1238","1238","","","","","","","","","","","LBMCKPDB_00176","","","","",""
"tap_3","","Multidrug efflux pump Tap","1","1","1","1","401","1","163","","1238","1238","1238","","","","","","","","","","","LBMCKPDB_00228","","","","",""
"tap_2","","Multidrug efflux pump Tap","1","1","1","1","123","1","88","","1238","1238","1238","","","","","","","","","","","","","","IFAGOEOF_00142","",""
"group_151","tap_3","Multidrug efflux pump Tap","1","1","1","1","129","1","94","","1238","1238","1238","","","","","","","","","","","","","","IFAGOEOF_00148","",""
"tap","","Multidrug efflux pump Tap","1","1","1","1","371","1","159","","518","518","518","","","","","","","","","DHNEMLFG_00170","","","","","","",""
"folP_4","","dihydropteroate synthase","1","1","1","1","93","1","57","","815","815","815","","","","","","","","","","","LBMCKPDB_00180","","","","",""
"folP_7","","dihydropteroate synthase","1","1","1","1","373","1","8","","815","815","815","","","","","","","","","","","LBMCKPDB_00232","","","","",""
"folP_6","","dihydropteroate synthase","1","1","1","1","378","1","31","","686","686","686","","","","","","","","","","","LBMCKPDB_00205","","","","",""
"tetA_1","","Tetracycline resistance protein, class C","1","1","1","1","357","1","76","","1199","1199","1199","","","","","","","","","","","LBMCKPDB_00161","","","","",""
"tetA_2","","Tetracycline resistance protein, class C","1","1","1","1","112","1","52","","1199","1199","1199","","","","","","","","","","","LBMCKPDB_00184","","","","",""
"tetA_3","","Tetracycline resistance protein, class C","1","1","1","1","384","1","25","","419","419","419","","","","","","","","","","","LBMCKPDB_00211","","","","",""
"group_161","","hypothetical protein","1","1","1","1","385","1","24","","536","536","536","","","","","","","","","","","LBMCKPDB_00212","","","","",""
"traD_2","","Coupling protein TraD","1","1","1","1","148","1","362","","2261","2261","2261","","","","","","","","","","","","","","","LJFFEAFL_00183",""
"ylpA_2","","Lipoprotein YlpA","1","1","1","1","146","1","364","","776","776","776","","","","","","","","","","","","","","","LJFFEAFL_00185",""
"traQ_2","","Protein TraQ","1","1","1","1","139","1","371","","284","284","284","","","","","","","","","","","","","","","LJFFEAFL_00192",""
"group_179","","hypothetical protein","1","1","1","1","230","1","374","","743","743","743","","","","","","","","","","","","","","","LJFFEAFL_00195",""
"group_18","","hypothetical protein","1","1","1","1","215","1","220","","221","221","221","","","","","","","","","DHNEMLFG_00017","","","","","","",""
"group_181","","hypothetical protein","1","1","1","1","231","1","375","","257","257","257","","","","","","","","","","","","","","","LJFFEAFL_00196",""
"group_183","","hypothetical protein","1","1","1","1","234","1","378","","305","305","305","","","","","","","","","","","","","","","LJFFEAFL_00199",""
"group_187","insH-6","CP4-44 prophage; IS5 transposase and trans-activator","1","1","1","1","246","11","1","","980","980","980","PPNGLMBF_00108","","","","","","","","","","","","","","",""
"ssb_1","","ssDNA-binding protein","1","1","1","1","11","1","260","","527","527","527","","","","","","","","","","","","","","","LJFFEAFL_00140",""
"group_194","","hypothetical protein","1","1","1","1","17","1","266","","257","257","257","","","","","","","","","","","","","","","LJFFEAFL_00146",""
"group_196","","hypothetical protein","1","1","1","1","22","1","271","","770","770","770","","","","","","","","","","","","","","","LJFFEAFL_00151",""
"group_199","","hypothetical protein","1","1","1","1","21","1","270","","170","170","170","","","","","","","","","","","","","","","LJFFEAFL_00150",""
"traN_2","","Mating pair stabilization protein TraN","1","1","1","1","232","1","376","","1850","1850","1850","","","","","","","","","","","","","","","LJFFEAFL_00197",""
"xerC_4","","Tyrosine recombinase XerC","1","1","1","1","354","1","73","","761","761","761","","","","","","","","","","","LBMCKPDB_00164","","","","",""
"xerC_5","","Tyrosine recombinase XerC","1","1","1","1","109","1","49","","761","761","761","","","","","","","","","","","LBMCKPDB_00187","","","","",""
"xerC_6","","Tyrosine recombinase XerC","1","1","1","1","389","1","20","","479","479","479","","","","","","","","","","","LBMCKPDB_00216","","","","",""
"ant1_2","","Streptomycin 3''-adenylyltransferase","1","1","1","1","79","1","71","","788","788","788","","","","","","","","","","","LBMCKPDB_00166","","","","",""
"ant1_3","","Streptomycin 3''-adenylyltransferase","1","1","1","1","107","1","47","","788","788","788","","","","","","","","","","","LBMCKPDB_00189","","","","",""
"group_216","","hypothetical protein","1","1","1","1","391","1","18","","173","173","173","","","","","","","","","","","LBMCKPDB_00218","","","","",""
"group_218","","hypothetical protein","1","1","1","1","88","1","62","","584","584","584","","","","","","","","","","","LBMCKPDB_00175","","","","",""
"group_219","","hypothetical protein","1","1","1","1","400","1","162","","584","584","584","","","","","","","","","","","LBMCKPDB_00227","","","","",""
"group_220","","hypothetical protein","1","1","1","1","122","1","87","","584","584","584","","","","","","","","","","","","","","IFAGOEOF_00141","",""
"group_221","","hypothetical protein","1","1","1","1","128","1","93","","584","584","584","","","","","","","","","","","","","","IFAGOEOF_00147","",""
"group_222","","hypothetical protein","1","1","1","1","99","1","39","","98","98","98","","","","","","","","","","","LBMCKPDB_00197","","","","",""
"group_224","","hypothetical protein","1","1","1","1","90","1","60","","905","905","905","","","","","","","","","","","LBMCKPDB_00177","","","","",""
"group_225","","hypothetical protein","1","1","1","1","402","1","164","","905","905","905","","","","","","","","","","","LBMCKPDB_00229","","","","",""
"group_226","","hypothetical protein","1","1","1","1","124","1","89","","905","905","905","","","","","","","","","","","","","","IFAGOEOF_00143","",""
"group_227","","hypothetical protein","1","1","1","1","130","1","95","","905","905","905","","","","","","","","","","","","","","IFAGOEOF_00149","",""
"group_229","","hypothetical protein","1","1","1","1","363","1","155","","272","272","272","","","","","","","","","","","LBMCKPDB_00147","","","","",""
"group_23","","IS66 family transposase ISEc8","1","1","1","1","464","25","1","","758","758","758","","","","","","","","","","EFDDGJBK_00137","","","","","",""
"group_230","","hypothetical protein","1","1","1","1","83","1","67","","272","272","272","","","","","","","","","","","LBMCKPDB_00170","","","","",""
"group_231","","hypothetical protein","1","1","1","1","104","1","44","","272","272","272","","","","","","","","","","","LBMCKPDB_00192","","","","",""
"group_232","","hypothetical protein","1","1","1","1","395","1","14","","338","338","338","","","","","","","","","","","LBMCKPDB_00222","","","","",""
"group_234","","hypothetical protein","1","1","1","1","121","1","86","","356","356","356","","","","","","","","","","","","","","IFAGOEOF_00140","",""
"group_235","","hypothetical protein","1","1","1","1","127","1","92","","356","356","356","","","","","","","","","","","","","","IFAGOEOF_00146","",""
"group_236","","hypothetical protein","1","1","1","1","87","1","63","","218","218","218","","","","","","","","","","","LBMCKPDB_00174","","","","",""
"tetR_1","","Tetracycline repressor protein class A from transposon 1721","1","1","1","1","358","1","77","","653","653","653","","","","","","","","","","","LBMCKPDB_00160","","","","",""
"tetR_2","","Tetracycline repressor protein class A from transposon 1721","1","1","1","1","113","1","53","","653","653","653","","","","","","","","","","","LBMCKPDB_00183","","","","",""
"group_24","","IS66 family transposase ISEc22","1","1","1","1","453","25","2","","257","257","257","","","","","","","","","","EFDDGJBK_00138","","","","","",""
"tetR_3","","Tetracycline repressor protein class A from transposon 1721","1","1","1","1","383","1","26","","527","527","527","","","","","","","","","","","LBMCKPDB_00210","","","","",""
"group_242","","hypothetical protein","1","1","1","1","359","1","78","","836","836","836","","","","","","","","","","","LBMCKPDB_00159","","","","",""
"group_243","","hypothetical protein","1","1","1","1","116","1","10","","836","836","836","","","","","","","","","","","LBMCKPDB_00234","","","","",""
"group_244","","hypothetical protein","1","1","1","1","382","1","27","","236","236","236","","","","","","","","","","","LBMCKPDB_00209","","","","",""
"group_26","","IS66 family transposase ISEc22","1","1","1","1","456","28","1","","257","257","257","","","","","","","","","","","LBMCKPDB_00105","","","","",""
"group_263","","hypothetical protein","1","1","1","1","46","1","181","","215","215","215","","","","","","","EMANLNOE_00148","","","","","","","","",""
"group_267","","hypothetical protein","1","1","1","1","410","1","154","","497","497","497","PPNGLMBF_00058","","","","","","","","","","","","","","",""
"group_274","","hypothetical protein","1","1","1","1","228","1","372","","335","335","335","","","","","","","","","","","","","","","LJFFEAFL_00193",""
"group_276","","hypothetical protein","1","1","1","1","229","1","373","","341","341","341","","","","","","","","","","","","","","","LJFFEAFL_00194",""
"group_278","","hypothetical protein","1","1","1","1","233","1","377","","638","638","638","","","","","","","","","","","","","","","LJFFEAFL_00198",""
"group_279","","hypothetical protein","1","1","1","1","311","1","385","","218","218","218","","","","","","","","","","","","","","","LJFFEAFL_00114",""
"group_281","","hypothetical protein","1","1","1","1","310","1","386","","473","473","473","","","","","","","","","","","","","","","LJFFEAFL_00115",""
"hokB_1","","small toxic membrane polypeptide","1","1","1","1","259","1","241","","158","158","158","","","","","","","","","","","","","","","LJFFEAFL_00134",""
"group_293","","hypothetical protein","1","1","1","1","524","1","254","","395","395","395","PPNGLMBF_00124","","","","","","","","","","","","","","",""
"group_295","","hypothetical protein","1","1","1","1","23","1","272","","434","434","434","","","","","","","","","","","","","","","LJFFEAFL_00152",""
"group_299","","hypothetical protein","1","1","1","1","26","1","275","","311","311","311","","","","","","","","","","","","","","","LJFFEAFL_00155",""
"traI_1","","Multifunctional conjugation protein TraI","1","1","1","1","212","1","224","","1055","1055","1055","","","","","","","","","DHNEMLFG_00012","","","","","","",""
"group_317","","hypothetical protein","1","1","1","1","270","4","4","","227","227","227","","","LBLEHJFL_00093","","","","","","","","","","","","",""
"group_318","","hypothetical protein","1","1","1","1","249","4","3","","293","293","293","","","LBLEHJFL_00094","","","","","","","","","","","","",""
"group_320","","hypothetical protein","1","1","1","1","136","1","334","","425","425","425","","","","EBLMJKPD_00062","","","","","","","","","","","",""
"group_322","","hypothetical protein","1","1","1","1","176","1","349","","350","350","350","","","","EBLMJKPD_00061","","","","","","","","","","","",""
"group_324","","IS21 family transposase ISEc12","1","1","1","1","174","1","341","","746","746","746","","","","EBLMJKPD_00058","","","","","","","","","","","",""
"group_325","","IS21 family transposase ISPpu7","1","1","1","1","175","1","350","","1541","1541","1541","","","","EBLMJKPD_00059","","","","","","","","","","","",""
"group_328","","hypothetical protein","1","1","1","1","227","1","1","","386","386","386","","","","","CIDCPHMN_00023","","","","","","","","","","",""
"group_329","","hypothetical protein","1","1","1","1","296","1","2","","617","617","617","","","","","CIDCPHMN_00024","","","","","","","","","","",""
"group_330","","hypothetical protein","1","1","1","1","446","1","145","","218","218","218","","","","","CIDCPHMN_00106","","","","","","","","","","",""
"group_338","","hypothetical protein","1","1","1","1","425","1","279","","119","119","119","","","","","","","EMANLNOE_00014","","","","","","","","",""
"group_34","","hypothetical protein","1","1","1","1","62","26","1","","1925","1925","1925","","","","","","","","","","","","IHJENLPO_00137","","","",""
"group_36","","hypothetical protein","1","1","1","1","57","16","1","","1940","1940","1940","","","","","","CFLCBKEF_00008","","","","","","","","","",""
"group_363","","hypothetical protein","1","1","1","1","132","1","331","","176","176","176","","","","","","","EMANLNOE_00087","","","","","","","","",""
"mmuM_2","","homocysteine methyltransferase","1","1","1","1","498","1","187","","272","272","272","","","","","","","EMANLNOE_00151","","","","","","","","",""
"group_367","","hypothetical protein","1","1","1","1","135","1","336","","182","182","182","","","","","","","","","DHNEMLFG_00001","","","","","","",""
"group_368","","hypothetical protein","1","1","1","1","207","1","337","","446","446","446","","","","","","","","","DHNEMLFG_00006","","","","","","",""
"group_369","","hypothetical protein","1","1","1","1","331","3","15","","119","119","119","","","","","","","","","DHNEMLFG_00023","","","","","","",""
"group_370","","hypothetical protein","1","1","1","1","222","3","4","","215","215","215","","","","","","","","","DHNEMLFG_00028","","","","","","",""
"group_371","","hypothetical protein","1","1","1","1","238","6","1","","461","461","461","","","","","","","","","DHNEMLFG_00045","","","","","","",""
"group_372","","hypothetical protein","1","1","1","1","245","24","1","","245","245","245","","","","","","","","","DHNEMLFG_00056","","","","","","",""
"group_374","","hypothetical protein","1","1","1","1","10","1","297","","164","164","164","","","","","","","","","DHNEMLFG_00084","","","","","","",""
"group_377","","hypothetical protein","1","1","1","1","353","1","72","","599","599","599","","","","","","","","","","","LBMCKPDB_00165","","","","",""
"group_378","","hypothetical protein","1","1","1","1","108","1","48","","599","599","599","","","","","","","","","","","LBMCKPDB_00188","","","","",""
"group_38","","hypothetical protein","1","1","1","1","61","10","5","","1940","1940","1940","","","","","","","","","","","","","","","","MOLELEAL_00146"
"emrE_2","","multidrug efflux transporter EmrE","1","1","1","1","80","1","70","","347","347","347","","","","","","","","","","","LBMCKPDB_00167","","","","",""
"emrE_3","","multidrug efflux transporter EmrE","1","1","1","1","106","1","46","","347","347","347","","","","","","","","","","","LBMCKPDB_00190","","","","",""
"group_382","","hypothetical protein","1","1","1","1","364","1","156","","203","203","203","","","","","","","","","DHNEMLFG_00164","","","","","","",""
"group_384","","Transcriptional regulator","1","1","1","1","85","1","65","","305","305","305","","","","","","","","","","","LBMCKPDB_00172","","","","",""
"group_385","","Transcriptional regulator","1","1","1","1","102","1","42","","305","305","305","","","","","","","","","","","LBMCKPDB_00194","","","","",""
"group_386","","Transcriptional regulator","1","1","1","1","398","1","11","","305","305","305","","","","","","","","","","","LBMCKPDB_00225","","","","",""
"group_388","","IS6 family transposase IS6100","1","1","1","1","86","1","64","","764","764","764","","","","","","","","","","","LBMCKPDB_00173","","","","",""
"group_389","","IS6 family transposase IS6100","1","1","1","1","399","1","161","","764","764","764","","","","","","","","","","","LBMCKPDB_00226","","","","",""
"group_39","","hypothetical protein","1","1","1","1","58","14","1","","1886","1886","1886","","","","","","","","","","","","","CFKICFFG_00009","","",""
"group_392","","hypothetical protein","1","1","1","1","248","21","1","","179","179","179","","","","","","","","","","","LBMCKPDB_00044","","","","",""
"group_393","","hypothetical protein","1","1","1","1","250","4","9","","137","137","137","","","","","","","","","","","LBMCKPDB_00052","","","","",""
"group_398","","hypothetical protein","1","1","1","1","41","1","191","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","251","251","251","","","","","","","","","","","LBMCKPDB_00091","","","","",""
"group_399","","hypothetical protein","1","1","1","1","362","1","54","","212","212","212","","","","","","","","","","","LBMCKPDB_00156","","","","",""
"traI_3","","Multifunctional conjugation protein TraI","1","1","1","1","209","1","227","","1034","1034","1034","","","","","","","","","DHNEMLFG_00015","","","","","","",""
"group_400","","hypothetical protein","1","1","1","1","377","1","32","","212","212","212","","","","","","","","","","","LBMCKPDB_00204","","","","",""
"group_401","","hypothetical protein","1","1","1","1","374","1","160","","212","212","212","","","","","","","","","","","LBMCKPDB_00231","","","","",""
"group_402","","hypothetical protein","1","1","1","1","92","1","58","","200","200","200","","","","","","","","","","","LBMCKPDB_00179","","","","",""
"group_403","","IS6 family transposase IS6100","1","1","1","1","101","1","41","","761","761","761","","","","","","","","","","","LBMCKPDB_00195","","","","",""
"group_404","","hypothetical protein","1","1","1","1","100","1","40","","146","146","146","","","","","","","","","","","LBMCKPDB_00196","","","","",""
"group_405","","hypothetical protein","1","1","1","1","98","1","38","","404","404","404","","","","","","","","","","","LBMCKPDB_00198","","","","",""
"group_406","","hypothetical protein","1","1","1","1","97","1","37","","563","563","563","","","","","","","","","","","LBMCKPDB_00199","","","","",""
"group_407","","hypothetical protein","1","1","1","1","96","1","36","","173","173","173","","","","","","","","","","","LBMCKPDB_00200","","","","",""
"group_408","","hypothetical protein","1","1","1","1","95","1","35","","545","545","545","","","","","","","","","","","LBMCKPDB_00201","","","","",""
"group_409","","hypothetical protein","1","1","1","1","381","1","28","","227","227","227","","","","","","","","","","","LBMCKPDB_00208","","","","",""
"group_410","","hypothetical protein","1","1","1","1","390","1","19","","215","215","215","","","","","","","","","","","LBMCKPDB_00217","","","","",""
"ant1_4","","Streptomycin 3''-adenylyltransferase","1","1","1","1","392","1","17","","587","587","587","","","","","","","","","","","LBMCKPDB_00219","","","","",""
"group_414","","hypothetical protein","1","1","1","1","199","1","101","","245","245","245","","","","","","","","","","","LBMCKPDB_00241","","","","",""
"group_415","","hypothetical protein","1","1","1","1","198","1","102","","377","377","377","","","","","","","","","","","LBMCKPDB_00242","","","","",""
"group_417","","hypothetical protein","1","1","1","1","55","1","344","","110","110","110","","","","","","","","","","","","","CFKICFFG_00004","","",""
"group_418","","hypothetical protein","1","1","1","1","217","3","7","","278","278","278","","","","","","","","","","","","","","IFAGOEOF_00001","",""
"group_419","","hypothetical protein","1","1","1","1","409","1","115","","377","377","377","","","","","","","","","","","","","","IFAGOEOF_00129","",""
"group_42","","hypothetical protein","1","1","1","1","144","1","366","","2822","2822","2822","","","","","","","","","","","","","","","LJFFEAFL_00187",""
"group_420","","Tn3 family transposase TnAs3","1","1","1","1","408","1","114","","2966","2966","2966","","","","","","","","","","","","","","IFAGOEOF_00130","",""
"pinE","","e14 prophage; site-specific DNA recombinase","1","1","1","1","407","1","166","","560","560","560","","","","","","","","","","","","","","IFAGOEOF_00131","",""
"group_422","","hypothetical protein","1","1","1","1","368","1","157","","263","263","263","","","","","","","","","","","","","","IFAGOEOF_00133","",""
"group_423","","hypothetical protein","1","1","1","1","120","1","85","","263","263","263","","","","","","","","","","","","","","IFAGOEOF_00139","",""
"group_424","","hypothetical protein","1","1","1","1","126","1","91","","263","263","263","","","","","","","","","","","","","","IFAGOEOF_00145","",""
"dosP","","c-di-GMP phosphodiesterase, heme-regulated","1","1","1","1","194","1","7","","707","707","707","","","","","","","","","","","","","","IFAGOEOF_00152","",""
"group_426","","hypothetical protein","1","1","1","1","193","1","6","","236","236","236","","","","","","","","","","","","","","IFAGOEOF_00153","",""
"group_427","","hypothetical protein","1","1","1","1","192","1","108","","362","362","362","","","","","","","","","","","","","","IFAGOEOF_00154","",""
"merA","","Mercuric reductase","1","1","1","1","191","1","109","","1694","1694","1694","","","","","","","","","","","","","","IFAGOEOF_00155","",""
"merC","","Mercuric transport protein MerC","1","1","1","1","190","1","110","","422","422","422","","","","","","","","","","","","","","IFAGOEOF_00156","",""
"merP","","Mercuric transport protein periplasmic component","1","1","1","1","189","1","111","","275","275","275","","","","","","","","","","","","","","IFAGOEOF_00157","",""
"merT","","Mercuric transport protein MerT","1","1","1","1","188","1","112","","350","350","350","","","","","","","","","","","","","","IFAGOEOF_00158","",""
"zntR","","ZntR transcriptional activator","1","1","1","1","187","1","113","","434","434","434","","","","","","","","","","","","","","IFAGOEOF_00159","",""
"group_433","","hypothetical protein","1","1","1","1","309","1","395","","413","413","413","","","","","","","","","","","","","","","LJFFEAFL_00116",""
"group_434","","hypothetical protein","1","1","1","1","308","1","394","","221","221","221","","","","","","","","","","","","","","","LJFFEAFL_00117",""
"traV_1","","Protein TraV","1","1","1","1","307","1","393","","515","515","515","","","","","","","","","","","","","","","LJFFEAFL_00118",""
"group_436","","hypothetical protein","1","1","1","1","306","1","392","","317","317","317","","","","","","","","","","","","","","","LJFFEAFL_00119",""
"group_437","","hypothetical protein","1","1","1","1","305","1","391","","566","566","566","","","","","","","","","","","","","","","LJFFEAFL_00120",""
"group_438","","hypothetical protein","1","1","1","1","302","1","388","","566","566","566","","","","","","","","","","","","","","","LJFFEAFL_00123",""
"traA_1","","Pilin","1","1","1","1","300","1","232","","359","359","359","","","","","","","","","","","","","","","LJFFEAFL_00125",""
"traY_1","","Relaxosome protein TraY","1","1","1","1","299","1","233","","395","395","395","","","","","","","","","","","","","","","LJFFEAFL_00126",""
"traJ_1","","Protein TraJ","1","1","1","1","298","1","234","","689","689","689","","","","","","","","","","","","","","","LJFFEAFL_00127",""
"traM_1","","Relaxosome protein TraM","1","1","1","1","253","1","235","","383","383","383","","","","","","","","","","","","","","","LJFFEAFL_00128",""
"group_443","","hypothetical protein","1","1","1","1","254","1","236","","509","509","509","","","","","","","","","","","","","","","LJFFEAFL_00129",""
"group_444","","hypothetical protein","1","1","1","1","257","1","239","","236","236","236","","","","","","","","","","","","","","","LJFFEAFL_00132",""
"group_445","","hypothetical protein","1","1","1","1","12","1","261","","236","236","236","","","","","","","","","","","","","","","LJFFEAFL_00141",""
"group_446","","hypothetical protein","1","1","1","1","258","1","240","","395","395","395","","","","","","","","","","","","","","","LJFFEAFL_00133",""
"group_447","","hypothetical protein","1","1","1","1","260","1","242","","137","137","137","","","","","","","","","","","","","","","LJFFEAFL_00135",""
"noc_1","","Nucleoid occlusion protein","1","1","1","1","263","1","245","","1964","1964","1964","","","","","","","","","","","","","","","LJFFEAFL_00138",""
"group_449","","hypothetical protein","1","1","1","1","13","1","262","","437","437","437","","","","","","","","","","","","","","","LJFFEAFL_00142",""
"group_45","","hypothetical protein","1","1","1","1","143","1","367","","1373","1373","1373","","","","","","","","","","","","","","","LJFFEAFL_00188",""
"group_450","","hypothetical protein","1","1","1","1","14","1","263","","563","563","563","","","","","","","","","","","","","","","LJFFEAFL_00143",""
"group_451","","hypothetical protein","1","1","1","1","16","1","265","","230","230","230","","","","","","","","","","","","","","","LJFFEAFL_00145",""
"group_452","","hypothetical protein","1","1","1","1","18","1","267","","191","191","191","","","","","","","","","","","","","","","LJFFEAFL_00147",""
"group_453","","hypothetical protein","1","1","1","1","19","1","268","","419","419","419","","","","","","","","","","","","","","","LJFFEAFL_00148",""
"parM_1","","Plasmid segregation protein ParM","1","1","1","1","158","1","313","","962","962","962","","","","","","","","","","","","","","","LJFFEAFL_00157",""
"stbB","","Protein StbB","1","1","1","1","159","1","314","","353","353","353","","","","","","","","","","","","","","","LJFFEAFL_00158",""
"fdtC","","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase","1","1","1","1","160","1","315","","443","443","443","","","","","","","","","","","","","","","LJFFEAFL_00159",""
"mcbA","","Bacteriocin microcin B17","1","1","1","1","161","1","316","","209","209","209","","","","","","","","","","","","","","","LJFFEAFL_00160",""
"mcbB","","Microcin B17-processing protein McbB","1","1","1","1","162","1","317","","854","854","854","","","","","","","","","","","","","","","LJFFEAFL_00161",""
"mcbC","","Microcin B17-processing protein McbC","1","1","1","1","163","1","318","","818","818","818","","","","","","","","","","","","","","","LJFFEAFL_00162",""
"mcbD","","Microcin B17-processing protein McbD","1","1","1","1","164","1","319","","1190","1190","1190","","","","","","","","","","","","","","","LJFFEAFL_00163",""
"group_461","","hypothetical protein","1","1","1","1","165","1","320","","725","725","725","","","","","","","","","","","","","","","LJFFEAFL_00164",""
"yadG","","YadG/YadH ABC transporter","1","1","1","1","166","1","321","","731","731","731","","","","","","","","","","","","","","","LJFFEAFL_00165",""
"group_463","","hypothetical protein","1","1","1","1","167","1","322","","563","563","563","","","","","","","","","","","","","","","LJFFEAFL_00166",""
"group_464","","hypothetical protein","1","1","1","1","168","1","323","","665","665","665","","","","","","","","","","","","","","","LJFFEAFL_00167",""
"group_465","","hypothetical protein","1","1","1","1","169","1","324","","299","299","299","","","","","","","","","","","","","","","LJFFEAFL_00168",""
"group_466","","hypothetical protein","1","1","1","1","170","1","325","","263","263","263","","","","","","","","","","","","","","","LJFFEAFL_00169",""
"group_467","","hypothetical protein","1","1","1","1","171","1","326","","152","152","152","","","","","","","","","","","","","","","LJFFEAFL_00170",""
"group_468","","hypothetical protein","1","1","1","1","173","1","328","","257","257","257","","","","","","","","","","","","","","","LJFFEAFL_00172",""
"group_469","","hypothetical protein","1","1","1","1","157","1","353","","437","437","437","","","","","","","","","","","","","","","LJFFEAFL_00174",""
"group_470","","hypothetical protein","1","1","1","1","156","1","354","","218","218","218","","","","","","","","","","","","","","","LJFFEAFL_00175",""
"group_471","","hypothetical protein","1","1","1","1","155","1","355","","212","212","212","","","","","","","","","","","","","","","LJFFEAFL_00176",""
"group_472","","hypothetical protein","1","1","1","1","154","1","356","","461","461","461","","","","","","","","","","","","","","","LJFFEAFL_00177",""
"group_473","","hypothetical protein","1","1","1","1","153","1","357","","203","203","203","","","","","","","","","","","","","","","LJFFEAFL_00178",""
"group_474","","hypothetical protein","1","1","1","1","152","1","358","","134","134","134","","","","","","","","","","","","","","","LJFFEAFL_00179",""
