Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen	H Antigen
ESC_NA9025AA	SMG-19-1335	traces-0wIrMAQ;ILLUMINA;Paired;;NA	Human	Human		2019				Europe	United Kingdom	Scotland						SSSCDRL	Escherichia coli													2019-08-29	2019-08-29	ESC_NA9025AA	uncertain	H7
ESC_NA9026AA	SMG-19-1307	traces-0kXnaBv;ILLUMINA;Paired;;NA	Human	Human		2019				Europe	United Kingdom	Scotland						SSSCDRL	Escherichia coli													2019-08-29	2019-08-29	ESC_NA9026AA	-	H7
ESC_NA9027AA	SMG-19-1317	traces-0WmhkYL;ILLUMINA;Paired;;NA	Human	Human		2019				Europe	United Kingdom	Scotland						SSSCDRL	Escherichia coli													2019-08-29	2019-08-29	ESC_NA9027AA	-	H7
ESC_NA9028AA	SMG-19-1326	traces-0DQvYWq;ILLUMINA;Paired;;NA	Human	Human		2019				Europe	United Kingdom	Scotland						SSSCDRL	Escherichia coli													2019-08-29	2019-08-29	ESC_NA9028AA	uncertain	H7
ESC_NA9802AA	CN-017-F	traces-0zEVwjK;ILLUMINA;Paired;;NA	Human	Human		2017	5			Asia	China	Shanghai		Shanghai				CDC						Diarrhoea		Diarrhea group			Diarrhoea			2019-09-06	2019-09-06	ESC_NA9802AA	O1	H7
ESC_NA9803AA	CN-018-F	traces-0ItEgoK;ILLUMINA;Paired;;NA	Human	Human		2017	5			Asia	China	Shanghai		Shanghai				CDC						Diarrhoea		Diarrhea group			Diarrhoea			2019-09-06	2019-09-06	ESC_NA9803AA	O1	H7
ESC_NA9804AA	CN-020	traces-0GzzcPo;ILLUMINA;Paired;;NA	Human	Human		2017	5			Asia	China	Shanghai		Shanghai				CDC						Diarrhoea		Diarrhea group			Diarrhoea			2019-09-06	2019-09-06	ESC_NA9804AA	O1	H7
ESC_OA1698AA	AUSMDU00008442	SRR10127154;ILLUMINA;Paired;;SRX6855494	Human	Human	Homo sapiens	2017				Oceania	Australia							Microbiological Diagnostic Unit	Escherichia coli								PRJNA565795	SRP221809		SAMN12768842	SRS5393675	2019-09-17	2019-09-16	ESC_OA1698AA	O25	H4
ESC_OA1991AA	CN-156	traces-0sKCRma;ILLUMINA;Paired;;NA				2017												China CDC														2019-09-20	2019-09-20	ESC_OA1991AA	O2	H4
ESC_OA2981AA	CN-547	traces-0IArpIO;ILLUMINA;Paired;;NA	Human	Human		2018				Asia	China	Shanghai		Shanghai				China CDC														2019-09-25	2019-09-25	ESC_OA2981AA	O2	H4
ESC_OA2994AA	CN-064-F	traces-0DvdscL;ILLUMINA;Paired;;NA	Human	Human		2017	5			Asia	China	Shanghai		Shanghai				China CDC						Diarrhoea					Diarrhoea			2019-09-26	2019-09-26	ESC_OA2994AA	O1	H7
ESC_OA3134AA	CN-620-D	traces-0zTnQUk;ILLUMINA;Paired;;NA	Human	Human		2018	7			Asia	China	Shanghai		Shanghai				China CDC											None			2019-09-27	2019-09-27	ESC_OA3134AA	O18	H7
ESC_OA3613AA		ERR3265011;ILLUMINA;Paired;670;ERX3291655	Human	Human	ND	2010	12			Europe	Netherlands							National Institute of Public Health and Environment (RIVM)	Escherichia coli								PRJEB31984	ERP114602		SAMEA5553671	ERS3355714	2019-10-02	2019-10-02	ESC_OA3613AA	O1	H7
ESC_OA4101AA	CN-463	traces-0CGKRIE;ILLUMINA;Paired;;NA	Human	Human		2018	8			Asia	China	Shanghai		Shanghai				China CDC						Diarrhoea					Diarrhoea			2019-10-07	2019-10-07	ESC_OA4101AA	O18	H7
ESC_OA4257AA	112020	SRR10241430;ILLUMINA;Paired;;SRX6960102	Human	Human	Homo sapiens; Age: 35; male; blood	2014	6			North America	Canada	British Columbia						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731652	SRS5486863	2019-10-08	2019-10-08	ESC_OA4257AA	O1	H7
ESC_OA4262AA	112858	SRR10241435;ILLUMINA;Paired;;SRX6960097	Human	Human	Homo sapiens; Age: 3; female; urine	2015	1			North America	Canada	Manitoba						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731660	SRS5486858	2019-10-08	2019-10-08	ESC_OA4262AA	O1	H7
ESC_OA4356AA	NORM7911266	traces-0KdruJr;ILLUMINA;Paired;;NA	Human	Human		2012				Europe	Norway							R.Gladstone (University of Oslo)	Escherichia coli										Bacteremia			2019-10-09	2020-10-15	ESC_OA4356AA	O1	H7
ESC_OA4516AA	STR79	traces-0mqSTmG;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4516AA	O1	H7
ESC_OA4522AA	STR127	traces-0hwiLIY;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4522AA	O1	H7
ESC_OA4534AA	STR70	traces-0cJIoRv;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4534AA	O1	H7
ESC_OA4546AA	STR91	traces-0xXhflz;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4546AA	O1	H7
ESC_OA4553AA	STR140	traces-0xNRpfF;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4553AA	O18	H7
ESC_OA4557AA	STR102	traces-0EvHVOk;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4557AA	O18	H7
ESC_OA4567AA	STR55	traces-0nKMCtL;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4567AA	O1	H7
ESC_OA4594AA	B1603898 	traces-0YJjFTy;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteremia							2019-10-10	2019-10-10	ESC_OA4594AA	O2	H4
ESC_OA4600AA	STR17	traces-0QmZZYB;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4600AA	O1	H7
ESC_OA4607AA	STR88	traces-0DaijUR;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4607AA	O1	H7
ESC_OA4620AA	B1619664	traces-0lvValD;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteremia							2019-10-10	2019-10-10	ESC_OA4620AA	O1	H7
ESC_OA4650AA	B1603386 	traces-0KKlTQO;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteremia							2019-10-10	2019-10-10	ESC_OA4650AA	O2	H7
ESC_OA4651AA	STR136	traces-0MveABf;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4651AA	O18	H7
ESC_OA4660AA	STR19	traces-0qZJoPg;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4660AA	O1	H7
ESC_OA4671AA	B1613136	traces-0BsndgG;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteremia							2019-10-10	2019-10-10	ESC_OA4671AA	O1	H7
ESC_OA4676AA	STR04	traces-0pBQrDy;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4676AA	O1	H7
ESC_OA4680AA	STR14	traces-0PcSldX;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteriuria							2019-10-10	2019-10-10	ESC_OA4680AA	O1	H7
ESC_OA4682AA	B1608811	traces-0gpQjoO;ILLUMINA;Paired;;NA																Sutterlin, Uppsala							Bacteremia							2019-10-10	2019-10-10	ESC_OA4682AA	O1	H7
ESC_OA4789AA	ECOL-19-VL-WA-MO-0015	SRR10302028;ILLUMINA;Paired;500;SRX7014705	Companion Animal	Canine	Nose (Canis lupus familiaris)	2019	4			North America	United States	Missouri						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA481346	SRP224664		SAMN13050467	SRS5535340	2019-10-18	2019-10-17	ESC_OA4789AA	O1	H7
ESC_OA4876AA	16AR1151	SRR10286109;ILLUMINA;Paired;;SRX6999282	Human	Human	Homo sapiens	2016				Oceania	New Zealand					-40.9006	174.886	Institute of Environmental Science and Research	Escherichia coli		Escherichia Coli						PRJNA531554	SRP225798		SAMN11381687	SRS5520998	2019-10-18	2019-10-16	ESC_OA4876AA	O1	H7
ESC_OA4910AA	16AR1717	SRR10286144;ILLUMINA;Paired;;SRX6999247	Human	Human	Homo sapiens	2016				Oceania	New Zealand					-40.9006	174.886	Institute of Environmental Science and Research	Escherichia coli		Escherichia Coli						PRJNA531554	SRP225798		SAMN11381927	SRS5520963	2019-10-18	2019-10-16	ESC_OA4910AA	O18	H7
ESC_OA4911AA	16AR1715	SRR10286145;ILLUMINA;Paired;;SRX6999246	Human	Human	Homo sapiens	2016				Oceania	New Zealand					-40.9006	174.886	Institute of Environmental Science and Research	Escherichia coli		Escherichia Coli						PRJNA531554	SRP225798		SAMN11381926	SRS5520962	2019-10-18	2019-10-16	ESC_OA4911AA	O25	H4
ESC_OA4964AA	16AR1566	SRR10286205;ILLUMINA;Paired;;SRX6999186	Human	Human	Homo sapiens	2016				Oceania	New Zealand					-40.9006	174.886	Institute of Environmental Science and Research	Escherichia coli		Escherichia Coli						PRJNA531554	SRP225798		SAMN11381871	SRS5520902	2019-10-18	2019-10-16	ESC_OA4964AA	O2	H4
ESC_OA5293AA	ECOL-19-VL-SD-OK-0007	SRR10257703;ILLUMINA;Paired;500;SRX6975636	Companion Animal		Canien Wound Swab (Canis lupus familiaris)	2019	2			North America	United States	Oklahoma						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA318591	SRP125339		SAMN13012205	SRS5500966	2019-10-18	2019-10-10	ESC_OA5293AA	-	H7
ESC_OA5301AA	114913	SRR10257670;ILLUMINA;Paired;;SRX6975598	Human	Human	Homo sapiens; Age: 76; male; blood	2015	5			North America	Canada	British Columbia						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731693	SRS5500929	2019-10-18	2019-10-10	ESC_OA5301AA	O18	H7
ESC_OA6868AA	916_C3G	SRR8689765;ILLUMINA;Paired;;SRX5485626	Wild Animal	Avian	Feces, Gull (Larus spp.)	2016	7			North America	United States	Alaska	Kenai Peninsula Borough	Soldotna		60.442	-151.109	USGS	Escherichia coli							2016-7	PRJNA525149	SRP187729		SAMN11042408	SRS4458304	2019-11-10	2019-04-06	ESC_OA6868AA	O2	H4
ESC_OA7478AA	103897	SRR10428149;ILLUMINA;Paired;;SRX7124227	Human	Human	Homo sapiens; Age: 4; female; urine	2013	1			North America	Canada	Alberta						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731532	SRS5633870	2019-11-13	2019-11-12	ESC_OA7478AA	O18	H7
ESC_OA7576AA	89235	SRR10425139;ILLUMINA;Paired;;SRX7121231	Human	Human	Homo sapiens; Age: 60; female; blood	2009	9			North America	Canada	Ontario						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731401	SRS5631194	2019-11-13	2019-11-11	ESC_OA7576AA	O1	H7
ESC_OA7590AA	EPIGENEC	ERR3650575;ILLUMINA;Paired;150;ERX3642611	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6163754	ERS3963760	2019-11-13	2019-11-09	ESC_OA7590AA	O1	H7
ESC_OA7598AA	EPIGENEC	ERR3650567;ILLUMINA;Paired;150;ERX3642603	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6163746	ERS3963752	2019-11-13	2019-11-09	ESC_OA7598AA	O2	H7
ESC_OA7615AA	EPIGENEC	ERR3650550;ILLUMINA;Paired;150;ERX3642586	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6163729	ERS3963735	2019-11-13	2019-11-09	ESC_OA7615AA	O25	H4
ESC_OA7624AA	EPIGENEC	ERR3650541;ILLUMINA;Paired;150;ERX3642577	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6163720	ERS3963726	2019-11-13	2019-11-09	ESC_OA7624AA	O18	H7
ESC_OA7649AA	EPIGENEC	ERR3650454;ILLUMINA;Paired;150;ERX3642490	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6163426	ERS3963432	2019-11-13	2019-11-09	ESC_OA7649AA	O45	H7
ESC_OA7670AA	EPIGENEC	ERR3650433;ILLUMINA;Paired;150;ERX3642469	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6163405	ERS3963411	2019-11-13	2019-11-09	ESC_OA7670AA	O18	H7
ESC_OA7698AA	EPIGENEC	ERR3650198;ILLUMINA;Paired;150;ERX3642234	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6163066	ERS3963073	2019-11-13	2019-11-09	ESC_OA7698AA	O18	H7
ESC_OA7712AA	EPIGENEC	ERR3650184;ILLUMINA;Paired;150;ERX3642220	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6163051	ERS3963058	2019-11-13	2019-11-09	ESC_OA7712AA	O45	H7
ESC_OA7733AA	EPIGENEC	ERR3650163;ILLUMINA;Paired;150;ERX3642199	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6163028	ERS3963035	2019-11-13	2019-11-09	ESC_OA7733AA	O2	H7
ESC_OA7750AA	EPIGENEC	ERR3650008;ILLUMINA;Paired;150;ERX3642092	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6162908	ERS3962917	2019-11-13	2019-11-09	ESC_OA7750AA	O45	H7
ESC_OA7848AA	83452	SRR10420678;ILLUMINA;Paired;;SRX7118707	Human	Human	Homo sapiens; Age: 57; female; blood	2008	10			North America	Canada	Alberta						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731359	SRS5629001	2019-11-13	2019-11-09	ESC_OA7848AA	O2	H4
ESC_OA8067AA	108566	SRR10430284;ILLUMINA;Paired;;SRX7126330	Human	Human	Homo sapiens; Age: 4; female; urine	2014	1			North America	Canada	New Brunswick						National Microbiology Laboratory	Escherichia coli								PRJNA564992	SRP221408		SAMN12731600	SRS5635757	2019-11-14	2019-11-13	ESC_OA8067AA	O1	H7
ESC_OA9570AA	29000677_Eco	ERR3657165;ILLUMINA;Paired;150;ERX3648806	Human	Human	human primary care urine													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6169077	ERS3969076	2019-11-18	2019-11-17	ESC_OA9570AA	O2	H4
ESC_OA9635AA	29000816_Eco	ERR3653581;ILLUMINA;Paired;150;ERX3645607	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6167200	ERS3967201	2019-11-18	2019-11-17	ESC_OA9635AA	O1	H7
ESC_OA9650AA	29000801_Eco	ERR3653566;ILLUMINA;Paired;150;ERX3645592	Human	Human	human blood													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6167185	ERS3967186	2019-11-18	2019-11-17	ESC_OA9650AA	O1	H7
ESC_OA9735AA	29000660_Eco	ERR3656352;ILLUMINA;Paired;150;ERX3648341	Human	Human	human primary care urine													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6168481	ERS3968480	2019-11-18	2019-11-17	ESC_OA9735AA	O18	H7
ESC_OA9814AA	29000574_Eco	ERR3656241;ILLUMINA;Paired;150;ERX3648230	Human	Human	human primary care urine													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6168321	ERS3968321	2019-11-18	2019-11-17	ESC_OA9814AA	O18	H7
ESC_OA9844AA	29000543_Eco	ERR3654143;ILLUMINA;Paired;150;ERX3646159	Human	Human	human primary care urine													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6167935	ERS3967935	2019-11-18	2019-11-17	ESC_OA9844AA	O2	H4
ESC_OA9865AA	29000520_Eco	ERR3654122;ILLUMINA;Paired;150;ERX3646138	Human	Human	human primary care urine													RIVM - National Institute for Public Health and the Environment	Escherichia coli								PRJEB35000	ERP117990		SAMEA6167913	ERS3967913	2019-11-18	2019-11-17	ESC_OA9865AA	O2	H4
ESC_OA9979AA	3_2_53FAA	SRR9067170;ILLUMINA;Paired;;SRX5843258,SRR9067257;ILLUMINA;Paired;;SRX5843337	Human	Human	terrestrial biome [ENVO:00000446]; human-associated habitat [ENVO:00009003]; biological product [ENVO:02000043]; Homo sapiens; gastrointestinal_tract													University of Technology Sydney	Escherichia coli								PRJNA543187	SRP198582		SAMN02463704	SRS4768295	2019-11-18	2019-05-23	ESC_OA9979AA	O1	H7
ESC_PA0983AA	EC372_ST95C	SRR7967889;ILLUMINA;Paired;;SRX4801409	Human	Human	Homo sapiens; blood culture	2016	2			Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA480723	SRP163533		SAMN10180248	SRS3880459	2019-11-18	2019-10-04	ESC_PA0983AA	O1	H7
ESC_PA0993AA	EC68_ST95C	SRR7967899;ILLUMINA;Paired;;SRX4801399	Human	Human	Homo sapiens; blood culture	2013	5			Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA480723	SRP163533		SAMN10180260	SRS3880450	2019-11-18	2019-10-04	ESC_PA0993AA	O1	H7
ESC_PA1030AA	EC2_ST95C	SRR7967833;ILLUMINA;Paired;;SRX4801341	Human	Human	Homo sapiens; blood culture	2013	1			Oceania	Australia							Ausgem	Escherichia coli								PRJNA480723	SRP163533		SAMN10180208	SRS3880392	2019-11-18	2019-10-04	ESC_PA1030AA	O18	H7
ESC_PA1035AA	EC11_ST95C	SRR7967838;ILLUMINA;Paired;;SRX4801336	Human	Human	Homo sapiens; blood culture	2013	1			Oceania	Australia							Ausgem	Escherichia coli								PRJNA480723	SRP163533		SAMN10180186	SRS3880387	2019-11-18	2019-10-04	ESC_PA1035AA	O25	H4
ESC_PA1037AA	EC104_ST95C	SRR7967840;ILLUMINA;Paired;;SRX4801334	Human	Human	Homo sapiens; blood culture	2013	8			Oceania	Australia							Ausgem	Escherichia coli								PRJNA480723	SRP163533		SAMN10180184	SRS3880385	2019-11-18	2019-10-04	ESC_PA1037AA	O2	H7
ESC_PA1038AA	EC108_ST95C	SRR7967841;ILLUMINA;Paired;;SRX4801333	Human	Human	Homo sapiens; blood culture	2013	7			Oceania	Australia							Ausgem	Escherichia coli								PRJNA480723	SRP163533		SAMN10180185	SRS3880384	2019-11-18	2019-10-04	ESC_PA1038AA	O2	H4
ESC_PA1044AA	EC177_ST95H	SRR7967847;ILLUMINA;Paired;;SRX4801327	Human	Human	Homo sapiens; blood culture	2013	12			Oceania	Australia							Ausgem	Escherichia coli								PRJNA480723	SRP163533		SAMN10180203	SRS3880378	2019-11-18	2019-10-04	ESC_PA1044AA	O2	H4
ESC_PA1047AA	EC152_ST95C	SRR7967850;ILLUMINA;Paired;;SRX4801324	Human	Human	Homo sapiens; blood culture	2013	2			Oceania	Australia							Ausgem	Escherichia coli								PRJNA480723	SRP163533		SAMN10180196	SRS3880375	2019-11-18	2019-10-04	ESC_PA1047AA	O25	H4
ESC_PA1240AA	Escherichia_coli_GW_UTI_039	SRR7874632;ILLUMINA;Paired;;SRX4713578	ND	ND/Others	urine	2013				North America	United States	District of Columbia		Washington				George Washington University	Escherichia coli								PRJNA485696	SRP162081		SAMN10086407	SRS3799312	2019-11-18	2019-10-17	ESC_PA1240AA	O1	H7
ESC_PA1241AA	Escherichia_coli_GW_UTI_040	SRR7874633;ILLUMINA;Paired;;SRX4713577	ND	ND/Others	urine	2013				North America	United States	District of Columbia		Washington				George Washington University	Escherichia coli								PRJNA485696	SRP162081		SAMN10086408	SRS3799311	2019-11-18	2019-10-17	ESC_PA1241AA	O2	H4
ESC_PA1246AA	Escherichia_coli_GW_UTI_037	SRR7874638;ILLUMINA;Paired;;SRX4713572	ND	ND/Others	urine	2013				North America	United States	District of Columbia		Washington				George Washington University	Escherichia coli								PRJNA485696	SRP162081		SAMN10086405	SRS3799306	2019-11-18	2019-10-17	ESC_PA1246AA	O2	H7
ESC_PA1318AA	Escherichia_coli_GW_UTI_010	SRR7874710;ILLUMINA;Paired;;SRX4713500	ND	ND/Others	urine	2013				North America	United States	District of Columbia		Washington				George Washington University	Escherichia coli								PRJNA485696	SRP162081		SAMN10086378	SRS3799233	2019-11-18	2019-10-17	ESC_PA1318AA	O1	H7
ESC_PA1347AA	ST131-SGH-ECO-036	SRR7850970;ILLUMINA;Paired;;SRX4701883	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076895	SRS3788205	2019-11-18	2019-08-06	ESC_PA1347AA	O1	H7
ESC_PA1349AA	ST131-SGH-ECO-038	SRR7850972;ILLUMINA;Paired;;SRX4701881	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076897	SRS3788202	2019-11-18	2019-08-06	ESC_PA1349AA	O45	H7
ESC_PA1361AA	ST131-SGH-ECO-026	SRR7850984;ILLUMINA;Paired;;SRX4701869	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076885	SRS3788190	2019-11-18	2019-08-06	ESC_PA1361AA	O1	H7
ESC_PA1364AA	ST131UMMC01	SRR7850987;ILLUMINA;Paired;;SRX4701866	Human	Human	Homo sapiens; blood	2015				Asia	Malaysia					3.112886	101.652113	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076825	SRS3788186	2019-11-18	2019-08-06	ESC_PA1364AA	uncertain	H4
ESC_PA1367AA	ST131-TTSH-ECO-029	SRR7850990;ILLUMINA;Paired;;SRX4701863	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076967	SRS3788183	2019-11-18	2019-08-06	ESC_PA1367AA	-	H7
ESC_PA1368AA	ST131-TTSH-ECO-030	SRR7850991;ILLUMINA;Paired;;SRX4701862	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076968	SRS3788182	2019-11-18	2019-08-06	ESC_PA1368AA	-	H7
ESC_PA1372AA	ST131UMMC11	SRR7850995;ILLUMINA;Paired;;SRX4701858	Human	Human	Homo sapiens; blood	2015				Asia	Malaysia					3.112886	101.652113	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076833	SRS3788178	2019-11-18	2019-08-06	ESC_PA1372AA	O25	H4
ESC_PA1388AA	ST131-NUH-ECO-017	SRR7851011;ILLUMINA;Paired;;SRX4701842	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076915	SRS3788163	2019-11-18	2019-08-06	ESC_PA1388AA	uncertain	H7
ESC_PA1390AA	ST131-NUH-ECO-023	SRR7851013;ILLUMINA;Paired;;SRX4701840	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076921	SRS3788161	2019-11-18	2019-08-06	ESC_PA1390AA	uncertain	H7
ESC_PA1406AA	ST131UMMC10	SRR7851029;ILLUMINA;Paired;;SRX4701824	Human	Human	Homo sapiens; blood	2015				Asia	Malaysia					3.112886	101.652113	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076832	SRS3788151	2019-11-18	2019-08-06	ESC_PA1406AA	-	H4
ESC_PA1429AA	ST131UMMC35	SRR7851052;ILLUMINA;Paired;;SRX4701801	Human	Human	Homo sapiens; blood	2015				Asia	Malaysia					3.112886	101.652113	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076855	SRS3788125	2019-11-18	2019-08-06	ESC_PA1429AA	-	H7
ESC_PA1431AA	ST131UMMC37	SRR7851054;ILLUMINA;Paired;;SRX4701799	Human	Human	Homo sapiens; blood	2015				Asia	Malaysia					3.112886	101.652113	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076857	SRS3788121	2019-11-18	2019-08-06	ESC_PA1431AA	uncertain	H7
ESC_PA1446AA	ST131-TTSH-ECO-019	SRR7851069;ILLUMINA;Paired;;SRX4701784	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076957	SRS3788107	2019-11-18	2019-08-06	ESC_PA1446AA	-	H4
ESC_PA1451AA	ST131UMMC27	SRR7851074;ILLUMINA;Paired;;SRX4701779	Human	Human	Homo sapiens; blood	2015				Asia	Malaysia					3.112886	101.652113	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076848	SRS3788102	2019-11-18	2019-08-06	ESC_PA1451AA	-	H7
ESC_PA1452AA	ST131UMMC24	SRR7851075;ILLUMINA;Paired;;SRX4701778	Human	Human	Homo sapiens; blood	2015				Asia	Malaysia					3.112886	101.652113	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076845	SRS3788101	2019-11-18	2019-08-06	ESC_PA1452AA	uncertain	H4
ESC_PA1465AA	ST131-NUH-ECO-028	SRR7851088;ILLUMINA;Paired;;SRX4701765	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076926	SRS3788087	2019-11-18	2019-08-06	ESC_PA1465AA	O18	H7
ESC_PA1471AA	ST131-SGH-ECO-022	SRR7851094;ILLUMINA;Paired;;SRX4701759	Human	Human	Homo sapiens; blood	2015	7			Asia	Singapore		Central	Singapore		1.321394	103.846271	National University of Singapore and Genome Institute of Singapore	Escherichia coli								PRJNA488345	SRP161866		SAMN10076881	SRS3788081	2019-11-18	2019-08-06	ESC_PA1471AA	O1	H7
